LIMIT_BAL,discrete(3)	SEX,discrete(3)	EDUCATION,discrete(3)	MARRIAGE,discrete(3)	AGE,discrete(3)	PAY_0,discrete(3)	PAY_2,discrete(3)	PAY_3,discrete(3)	PAY_4,discrete(3)	PAY_5,discrete(3)	PAY_6,discrete(3)	BILL_AMT1,discrete(3)	BILL_AMT2,discrete(3)	BILL_AMT3,discrete(3)	BILL_AMT4,discrete(3)	BILL_AMT5,discrete(3)	BILL_AMT6,discrete(3)	PAY_AMT1,discrete(3)	PAY_AMT2,discrete(3)	PAY_AMT3,discrete(3)	PAY_AMT4,discrete(3)	PAY_AMT5,discrete(3)	PAY_AMT6,discrete(3)	Default,discrete(3)
sample-5617	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	2	1	0
sample-5618	1	1	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5619	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
sample-5620	1	1	1	0	1	0	0	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	0
sample-5621	0	0	1	0	2	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0
sample-5622	1	0	2	1	2	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
sample-5623	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5624	2	1	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	0
sample-5625	2	1	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5626	2	0	1	0	2	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2
sample-5627	1	1	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	0
sample-5628	0	1	1	0	0	2	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0
sample-5629	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5630	0	1	1	1	0	0	0	1	2	1	1	1	1	1	2	2	2	1	1	0	1	2	0	2
sample-5631	1	0	2	1	0	0	0	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	1	0
sample-5632	1	0	2	1	1	0	0	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	0
sample-5633	2	0	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5634	1	1	2	1	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5635	2	1	0	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	0
sample-5636	2	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
sample-5637	1	0	1	1	0	0	0	1	1	1	2	0	1	1	2	1	1	2	2	2	2	0	2	0
sample-5638	0	1	0	1	0	2	2	1	1	1	1	1	1	1	2	2	2	0	1	1	1	2	1	0
sample-5639	1	0	1	1	2	0	0	1	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	0
sample-5640	2	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	2	2	2	1	0	0
sample-5641	1	1	1	1	2	0	0	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	0
sample-5642	0	1	1	1	2	0	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	0
sample-5643	2	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
sample-5644	2	0	0	0	2	2	2	1	1	1	1	1	1	2	2	2	2	0	2	2	2	2	2	0
sample-5645	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-5646	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
sample-5647	0	1	1	1	0	2	0	1	1	1	1	1	2	2	1	1	1	1	1	0	0	0	0	2
sample-5648	0	0	2	0	1	0	0	1	2	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
sample-5649	2	0	0	1	1	0	0	1	1	1	0	2	2	2	2	1	1	2	2	1	2	2	2	0
sample-5650	0	1	1	1	1	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5651	0	1	1	1	0	0	2	0	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0
sample-5652	2	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	2	2
sample-5653	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0
sample-5654	2	1	0	0	2	0	0	0	0	0	0	0	1	0	1	1	1	2	2	2	2	2	2	0
sample-5655	0	0	1	1	0	0	2	2	2	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
sample-5656	2	0	1	0	1	2	0	0	1	1	1	0	0	2	2	2	2	0	2	2	2	2	2	0
sample-5657	1	1	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0
sample-5658	0	1	1	0	1	2	2	2	2	1	1	2	2	2	2	2	0	0	1	0	1	0	0	2
sample-5659	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	2	1	1	0	0	0
sample-5660	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0
sample-5661	2	1	1	0	2	0	0	2	0	0	0	0	1	0	1	0	0	2	0	2	2	2	2	0
sample-5662	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	2	0	2	0	0	0	0
sample-5663	2	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	1	2	1	1	2	0
sample-5664	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sample-5665	2	1	2	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-5666	2	0	0	1	1	0	0	1	0	0	0	2	2	0	0	0	2	2	0	0	0	2	2	0
sample-5667	2	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	1	2	2	2	2	0	0	0
sample-5668	1	1	1	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	0	2
sample-5669	0	1	1	0	2	2	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	2
sample-5670	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5671	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	0
sample-5672	0	1	0	1	0	2	0	1	1	1	1	0	2	2	2	1	1	2	1	2	0	2	2	0
sample-5673	1	0	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5674	1	1	1	0	2	2	2	2	2	2	1	2	2	2	2	2	2	1	0	2	0	2	2	2
sample-5675	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
sample-5676	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sample-5677	0	0	2	0	2	0	0	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	2	0
sample-5678	1	1	1	0	2	0	0	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	0
sample-5679	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5680	2	1	1	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5681	0	1	1	0	0	2	2	2	2	2	2	1	1	1	1	1	1	1	0	0	1	0	1	2
sample-5682	0	1	1	0	0	2	0	1	1	1	2	1	1	1	1	1	1	1	1	0	1	0	0	2
sample-5683	0	1	2	1	2	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
sample-5684	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	0
sample-5685	1	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	1	2	2	2	0	2	0	0
sample-5686	1	0	0	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	0	0
sample-5687	2	1	0	0	1	0	0	0	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5688	2	1	0	1	1	0	0	1	1	1	0	1	1	1	2	1	0	2	2	2	1	0	0	0
sample-5689	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5690	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	2
sample-5691	2	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	2	2	2	2	1	2	0
sample-5692	0	1	0	1	0	0	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2
sample-5693	0	1	2	1	2	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
sample-5694	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
sample-5695	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0
sample-5696	1	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5697	1	1	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	2
sample-5698	1	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	0
sample-5699	1	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	2	1	1	0
sample-5700	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-5701	2	1	0	0	2	0	0	0	0	1	1	1	0	1	2	2	1	2	2	2	2	0	1	0
sample-5702	2	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5703	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5704	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
sample-5705	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	2	2	2	1	2
sample-5706	2	1	0	2	2	0	0	0	0	0	0	2	0	2	1	1	2	2	2	2	2	2	2	0
sample-5707	0	1	2	0	0	0	0	1	2	1	1	1	1	1	1	1	1	1	1	0	0	1	2	0
sample-5708	2	1	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5709	1	0	2	0	2	0	0	1	1	0	0	2	2	1	1	0	0	1	0	0	0	0	2	0
sample-5710	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	2	2	1	1	2	0	2
sample-5711	0	1	1	0	2	0	0	1	1	1	1	1	1	2	1	1	1	1	2	0	0	0	1	0
sample-5712	2	1	0	1	0	0	0	1	1	1	0	0	2	2	1	1	1	2	2	2	2	2	2	0
sample-5713	0	1	1	1	0	2	2	1	1	2	2	1	1	1	1	1	1	0	1	2	0	2	0	0
sample-5714	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	0	2
sample-5715	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	0
sample-5716	2	1	0	0	2	0	0	1	1	1	1	2	2	2	2	2	2	1	1	2	1	1	1	0
sample-5717	2	1	0	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	2	0
sample-5718	1	0	1	0	2	0	0	1	1	1	1	0	2	2	2	2	2	2	1	2	1	2	0	0
sample-5719	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
sample-5720	2	1	2	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5721	0	1	2	1	0	2	2	2	2	2	2	1	1	1	1	1	1	0	0	1	0	1	0	2
sample-5722	2	0	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5723	0	1	1	1	0	2	2	1	1	1	2	1	1	1	2	2	2	0	1	1	2	0	1	0
sample-5724	0	1	0	1	0	2	2	2	2	2	2	1	2	2	2	2	2	1	0	2	0	2	0	2
sample-5725	2	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	1	0	0
sample-5726	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	0	1	1	0	1	2
sample-5727	1	0	0	0	2	0	0	1	1	1	1	2	2	2	2	2	2	1	2	2	1	2	2	0
sample-5728	2	0	2	1	1	0	0	0	0	0	0	0	0	0	2	2	2	1	1	2	2	2	2	0
sample-5729	1	1	0	1	0	0	0	1	2	1	1	1	1	1	1	1	1	1	2	0	1	2	1	0
sample-5730	0	1	1	2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	2	0
sample-5731	1	1	0	1	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0
sample-5732	1	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	1	1	2	1	2	2	2	0
sample-5733	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	2	2	2	2	2	0	0
sample-5734	0	0	1	0	2	0	0	1	1	1	1	2	2	2	1	1	1	1	1	0	1	1	1	2
sample-5735	1	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5736	1	1	1	0	1	2	0	1	1	1	2	2	2	2	2	2	2	1	1	1	2	0	1	2
sample-5737	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0
sample-5738	0	0	2	1	0	2	2	2	2	2	2	1	1	1	1	1	1	0	1	0	0	1	0	2
sample-5739	1	1	2	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5740	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	2	1	0	1	0
sample-5741	2	0	1	1	1	0	0	0	0	0	1	1	1	0	0	2	2	0	0	1	2	2	2	0
sample-5742	0	1	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	0	1	0	1	0	2
sample-5743	0	1	0	1	0	0	0	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0
sample-5744	2	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	2	2	1	2	2	2	0
sample-5745	2	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0
sample-5746	1	0	2	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2
sample-5747	1	1	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0
sample-5748	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0
sample-5749	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0
sample-5750	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	0	2
sample-5751	2	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	2	0	0
sample-5752	1	0	2	0	2	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0
sample-5753	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-5754	2	1	0	1	0	2	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	0	2
sample-5755	0	1	2	0	0	2	2	2	2	2	2	1	1	1	1	1	1	0	1	0	1	0	0	0
sample-5756	2	0	0	1	1	2	2	1	1	2	1	2	2	2	2	2	2	0	2	2	0	2	2	2
sample-5757	2	1	1	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5758	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	2
sample-5759	1	1	0	1	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	0
sample-5760	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0
sample-5761	2	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0
sample-5762	0	0	1	0	0	0	0	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
sample-5763	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0
sample-5764	0	1	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	2	0	0	0	0	0
sample-5765	2	0	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5766	1	1	2	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0
sample-5767	1	1	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	0
sample-5768	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	1	0
sample-5769	2	0	1	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5770	1	0	1	0	1	2	2	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2
sample-5771	2	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	1	2	0	0
sample-5772	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sample-5773	2	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
sample-5774	0	1	2	1	2	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0
sample-5775	2	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0
sample-5776	1	0	1	0	1	0	0	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	0
sample-5777	1	1	2	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5778	0	1	2	1	2	0	0	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	0
sample-5779	0	0	1	0	1	0	0	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	0
sample-5780	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sample-5781	1	0	2	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5782	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5783	0	0	2	1	0	0	0	0	1	1	1	0	0	0	0	0	0	2	2	0	0	0	2	0
sample-5784	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5785	0	0	1	1	0	2	2	2	2	1	1	2	2	2	2	2	2	1	1	0	1	1	1	2
sample-5786	2	1	0	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-5787	1	1	1	0	2	0	0	2	1	1	2	2	2	2	2	2	2	2	0	2	2	2	0	0
sample-5788	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
sample-5789	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
sample-5790	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5791	2	1	0	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5792	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	0
sample-5793	0	0	1	0	2	2	2	2	2	2	1	1	1	1	1	1	1	0	0	1	0	1	1	0
sample-5794	2	1	2	0	1	0	0	1	1	1	2	1	1	1	1	2	2	1	1	1	1	0	1	0
sample-5795	1	1	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	0
sample-5796	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
sample-5797	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5798	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	2	2	1	1	2	0
sample-5799	0	0	0	1	0	2	2	2	1	1	2	1	1	1	1	1	1	0	0	0	1	0	2	0
sample-5800	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	2	0	2
sample-5801	2	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	0
sample-5802	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	1	2	2	0
sample-5803	0	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	0	0
sample-5804	1	1	1	0	0	0	0	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	0
sample-5805	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0
sample-5806	1	1	1	2	0	0	0	0	0	0	0	0	1	0	2	1	0	2	1	2	2	0	1	0
sample-5807	1	1	2	0	2	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2
sample-5808	2	0	0	1	1	0	0	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	1	0
sample-5809	2	0	0	1	1	0	0	0	0	0	0	1	2	0	1	1	1	2	1	2	2	2	2	0
sample-5810	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0
sample-5811	2	1	0	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5812	1	0	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
sample-5813	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
sample-5814	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
sample-5815	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	2
sample-5816	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-5817	1	1	0	1	0	2	2	1	1	1	1	1	1	1	2	2	2	0	1	2	1	2	1	2
sample-5818	1	1	1	1	0	0	0	2	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	0
sample-5819	0	1	1	1	0	2	2	2	2	0	0	0	1	1	0	0	0	1	0	0	0	2	2	2
sample-5820	0	1	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
sample-5821	1	0	1	0	2	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-5822	1	1	0	1	0	0	0	1	1	1	0	2	2	2	1	0	0	1	2	0	0	0	0	0
sample-5823	0	1	1	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0
sample-5824	0	1	2	0	2	2	2	1	1	1	1	2	2	2	1	1	1	0	1	1	1	1	1	0
sample-5825	0	0	2	0	2	2	0	1	1	1	1	2	2	2	1	1	1	1	1	0	1	1	1	0
sample-5826	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	2
sample-5827	2	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	2	2	1	2	0	2
sample-5828	0	0	1	1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	0	0	1	1	1	0
sample-5829	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
sample-5830	1	1	1	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5831	1	0	0	0	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	0	2	2	2	2
sample-5832	2	0	0	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	0
sample-5833	0	1	1	0	0	2	2	2	1	1	2	1	1	1	1	1	1	1	1	0	1	0	1	0
sample-5834	1	0	2	0	2	0	0	1	1	2	1	2	2	2	2	2	2	2	2	2	0	2	1	0
sample-5835	2	1	1	1	0	0	0	1	1	0	0	1	2	2	2	1	1	2	2	2	2	2	2	2
sample-5836	1	1	1	2	1	0	0	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	0
sample-5837	0	0	1	1	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-5838	0	1	2	1	0	2	2	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0
sample-5839	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5840	1	1	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	2	1	2	2	1	0
sample-5841	2	0	0	1	0	0	0	0	1	1	1	0	0	2	2	2	2	2	2	2	2	1	1	0
sample-5842	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
sample-5843	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0
sample-5844	1	1	0	1	0	0	0	2	1	1	1	2	2	2	2	2	2	2	0	2	2	2	0	0
sample-5845	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	0	0	0	2	0
sample-5846	1	1	0	0	2	0	0	1	1	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2
sample-5847	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5848	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	0
sample-5849	2	1	2	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5850	1	0	0	1	0	0	0	2	2	0	0	0	1	1	0	0	2	2	0	0	2	2	2	0
sample-5851	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	0
sample-5852	1	1	1	1	0	2	2	1	1	2	2	2	2	2	2	2	2	0	2	2	0	2	0	2
sample-5853	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	2
sample-5854	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5855	2	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	0
sample-5856	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	2	0
sample-5857	2	0	0	0	2	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5858	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
sample-5859	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-5860	2	1	1	1	2	0	0	0	0	1	1	0	0	0	0	1	1	0	2	2	2	2	1	0
sample-5861	0	0	2	1	2	0	0	1	1	0	0	1	2	2	1	0	1	1	1	0	0	2	1	0
sample-5862	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	2	2	2	0
sample-5863	2	0	1	1	2	0	0	0	0	0	0	1	1	1	0	1	1	2	2	1	2	2	2	0
sample-5864	0	1	2	0	2	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
sample-5865	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	1	2	0	0
sample-5866	2	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-5867	0	0	1	1	0	2	2	2	2	2	1	1	1	1	1	1	1	0	1	0	0	1	0	0
sample-5868	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
